	target_text	input_text	prefix
11281	How often do they study the DNA of extinct organisms?	[Frequency] They are able to study the DNA of the organism that no longer lives on Earth.	ask_question
5564	When did he publish  La Enciclopedia Humanica?	"[Typical Time] He accents the illusion of reality --I paraphrase his entry in La Enciclopedia Humanica --by doing life-size scenes in ""The full round,"" never the easier frontal or three-quarters view."	ask_question
8888	How often are such initiatives passed?	[Frequency] California was first to require smog checks for clean air, pass anti-tobacco initiatives and bike helmets laws.	ask_question
6027	What did the visitors do after the opening?	[Event Ordering] The hordes of people who attended Hoover Dam's 1935 dedication set the city's now-formidable public relations machine into action.	ask_question
9949	How long does it take to grant a subpoena?	[Event Duration] The resolution creating the new intelligence committee structure should grant subpoena authority to the committee or committees.	ask_question
13162	How often does the emperor publicly speak?	[Frequency] At this early stage in its history Japan was already (for the most part) only nominally ruled by the emperor.	ask_question
7926	How long does it take for flood water to spread?	[Event Duration] Floodplains In very flat regions, flood water may spread out on the surface of the land.	ask_question
11985	How often does the shelter have to concern themselves with hijackers.	[Frequency] Eventually, the shelter received word that the alleged hijacker 5 miles away had been a medevac helicopter.	ask_question
4430	What happened after Schrodinger opposed the use of non-covariant objects?	[Event Ordering] The use of non-covariant objects like pseudotensors was heavily criticized in 1917 by Erwin Schrodinger and others.	ask_question
1444	What did they do after a successful hunt?	[Event Ordering] , native Archaic Indians began to develop a lasting hunting and gathering culture.	ask_question
1544	What would you do after the bus ride?	[Event Ordering] What if you rode the bus or were driven in a car?	ask_question
7978	How often had Jerry swam before?	[Frequency] Jerry swims in circles until Tom's head has done a 360 , and is then grabbed again .	ask_question
6671	When was their record year?	[Typical Time] As measured by these standards, we recorded the best year in safety performance in our Company's history.	ask_question
4317	How often does the glacier move?	[Frequency] The massive ice sheet, called a glacier, caused the features on the land you see today.	ask_question
7632	How often does he use his skateboard?	[Frequency] Like the skateboarder, the higher the ramp, the faster he will be going when he reaches the bottom.	ask_question
5309	How long did it take him to jump on the chair.	[Event Duration] He jumped on his favorite chair and looked down as Maggie ran under it.	ask_question
6858	What day did they fly on the plane?	[Typical Time] Atta and Omari boarded a 6:00 A.M. flight from Portland to Boston's Logan International Airport.	ask_question
7654	When was her last day of school?	[Typical Time] She had gotten out of her last day of school and was free for the summer.	ask_question
9532	How often do Max and Joey run?	[Frequency] Max and Joey would often run through fields in a game of chase.	ask_question
7087	How long was she at Hunter Huss?	[Event Duration] From Hunter Huss, she moved on to pursue a degree at Pfeiffer University in Misenheimer.	ask_question
8597	How long can it take them to escape?	[Event Duration] Some are trying to escape eviction or an abusive marriage.	ask_question
3803	How long did Tasha speak?	"[Event Duration] Shortly before she left, Tasha said, ""You steal from life for art, Bernardo."	ask_question
7908	How often do flood waters spread?	[Frequency] Floodplains In very flat regions, flood water may spread out on the surface of the land.	ask_question
2517	How often do they accept suggestions for programs?	[Frequency] He also submitted various suggestions as to its initial programs.	ask_question
9334	How long will he want help?	[Event Duration] In the fall of 1991, he asked a German family he had met in Cairo to help him continue his education in Germany.	ask_question
11463	How long did it take for them to reach the dog pound?	[Event Duration] Her mommy took her to the dog pound so that she could choose one that she wanted.	ask_question
1105	What time was his birth?	[Typical Time] Estimates of his date of birth vary by well over a century.	ask_question
11349	How long does it take for them to answer?	[Event Duration] On Fridays, Billy answers in a loud voice and Sally in a quiet voice.	ask_question
766	How long did it take for Diggler to become a model?	[Event Duration] Diggler became a prominent model and began appearing in pornographic films , after Which his career took off .	ask_question
12284	How many times in a human's life the dermis regenerate itself?	[Frequency] The dermis also contains hair follicles and two types of glands.	ask_question
7349	At what time did Gonzo visit the massage parlor?	[Typical Time] Gonzo treated himself to a massage today to try to work out all of his stuntman kinks.	ask_question
12037	When did Tumble eat the oatmeal?	[Typical Time] Billy reached down and blew on the hot oatmeal, to cool it down for Tumble to eat.	ask_question
12130	How often do they play a game with Quack ?	[Frequency] Other times, they play a game with Quack where they wave at Quack and laugh.	ask_question
1468	What did Powell do after meeting with the Prime Minister ?	[Event Ordering] In Malaysia, Powell met with Prime Minister Mahathir Mohamad, who has led the country since 1981.	ask_question
493	What happened after she arrived?	[Event Ordering] The next evening, she arrived with a stack of glistening stopboxes containing sushi, sashimi, oysters in their shells, and Terran vegetables fresh plucked from their hydroponic beds.	ask_question
12512	How often do Hamilton's friends use their membership?	[Frequency] Chernow notes how the membership soon included many of Hamilton's friends and associates.	ask_question
3798	How often did they make these flights?	[Frequency] They first traveled by plane around Europe, where they saw many different people and sights.	ask_question
5563	When did he publish  La Enciclopedia Humanica?	"[Typical Time] He accents the illusion of reality --I paraphrase his entry in La Enciclopedia Humanica --by doing life-size scenes in ""The full round,"" never the easier frontal or three-quarters view."	ask_question
5064	How often are the baby shoes encased?	[Frequency] The instant would have been improved had my baby shoes been cleaned before they were encased.	ask_question
333	When did the attrition begin?	[Typical Time] The organization has already lost some staff through attrition and has turned away some cases, she said.	ask_question
6163	How long did it take to make the statue?	[Event Duration] A statue, by James Earle Fraser, was dedicated on May 17, 1923, on the south terrace of the Treasury Building, in Washington.	ask_question
12970	How often does she charm him?	[Frequency] Safti at first resists , but ultimately succumbs to Edwina's charms and falls hopelessly in love with her .	ask_question
880	What happened after raw-materials production increased?	[Event Ordering] By 1930 raw-material production had tripled the figure of 1900, manufactured goods had increased twelve-fold, and heavy industry was galloping towards maturity.	ask_question
12454	How often are elections held?	[Frequency] A majority of 65 votes in the 128-member body was required to reject his reinstatement.	ask_question
4859	How often will you save money?	[Frequency] Youll buy fewer items in the long run, so youll save money as well as resources.	ask_question
6504	Is the dust still in the mucus?	[Stationarity] In the nose, mucus and hairs trap any dust or other particles in the air.	ask_question
51	How long had Joey been safe and sound?	[Event Duration] So from now on, Marsha takes extra special care to make sure Joey is safe and sound at all times.	ask_question
3419	How often do they play hide and seek?	[Frequency] They also liked to go through the small forest behind the house, making a game of hide and seek.	ask_question
4728	How long did it take to succeed?	[Event Duration] To this end it succeeded with relatively few blood-soaked episodes in its colonial history.	ask_question
5066	How often are the baby shoes encased?	[Frequency] The instant would have been improved had my baby shoes been cleaned before they were encased.	ask_question
151	How often did al Qaeda receive donations prior to 9/11?	[Frequency] The CIA now estimates that it cost al Qaeda about $30 million per year to sustain its activities before 9/11 and that this money was raised almost entirely through donations.	ask_question
3571	How often did people make thread?	[Frequency] This was still the Stone Age, but the people are thought to have made silk from thread produced by the worms they cultivated on the leaves of their mulberry trees.	ask_question
11670	How often did Goode speak with Gorbachev?	[Frequency] W. Mark Goode, president of Micronyx Inc., a Richardson, Texas, firm that makes computer-security products, provided a new definition for Mikhail Gorbachev's campaign for greater openness, known commonly as glasnost.	ask_question
1081	What happened after Perestrelo was awarded Porto Santo?	[Event Ordering] Zarco and Teixeira were appointed co-go­vern­ors of Madeira, while Perestrelo was awarded Porto Santo.	ask_question
10298	How often did Cathy think about this issue?	[Frequency] Cathy Wallace did not always know what she wanted to be when she grew up.	ask_question
2927	When did someone derive this conclusion about matter?	[Typical Time] Because the same amount of matter still exists, we can say that matter is conserved.	ask_question
3028	How long did the 1945 interview last?	"[Event Duration] In a 1945 interview, Camus rejected any ideological associations: ""No, I am not an existentialist."	ask_question
8986	How many cases does she work on a month?	[Frequency] Upon graduation in 1975, she entered private law practice in Oxford, joining NMRLS in 1978.	ask_question
3323	What happened prior to the formation of the committee?	[Event Ordering] In this way the other major congressional interests can be brought together in the new committee's work.	ask_question
11366	Does Billy answer in a loud voice on Mondays?	[Stationarity] On Fridays, Billy answers in a loud voice and Sally in a quiet voice.	ask_question
2718	What time did Joey find his German Shepherd ?	[Typical Time] Joey spent the afternoon looking for his German Shepherd where they often played, like the field and forest.	ask_question
12793	Are the 9/11 plotters planning an attack?	[Stationarity] The 9/11 plotters eventually spent somewhere between $400,000 and $500,000 to plan and conduct their attack.	ask_question
9639	How long did it take to make profit?	[Event Duration] About 30% of Ratners's profit already is derived from the U.S.	ask_question
11350	How long does it take for them to answer?	[Event Duration] On Fridays, Billy answers in a loud voice and Sally in a quiet voice.	ask_question
1936	When will they speak to the local bar association?	[Typical Time] Still untaken are several steps that required goodwill from local bar associations and others who had opposed the combination.	ask_question
4059	How long has Wallace lived in Athens?	[Event Duration] Wallace lives in Athens, W. Va., with her husband Rob, 37, and her daughters Rachel, 11, and Claire, 5.	ask_question
474	Are they still helping people?	"[Stationarity] The issues I've dealt with through the years have been on the side of helping people maintain the basics of life - home, healt h care, jobs and family."""	ask_question
420	How often do you leave cakes in the oven too long?	[Frequency] For example, what if you place a cake in the oven and you leave it in too long?	ask_question
1410	How long was she at the bar?	[Event Duration] She told me that she was heading for a drink and slipped out of the crowd.	ask_question
2785	How often does the clock tick?	[Frequency] The clock could be heard ticking through the air and glass of the jar.	ask_question
2468	How long  was the drive?	[Event Duration] They packed up the car and drove to the library, ready for a fun morning.	ask_question
8203	Did immigrants arrive over many years?	[Event Duration] Over the centuries, the living here has always been easy enough to attract a steady stream of immigrants.	ask_question
12223	What happened after the poor went under-served?	[Event Ordering] A lot of poor people are not going to get served,'' she said.	ask_question
12375	What happened after they robbed the train?	[Event Ordering] Charlie decides to rob the train with the help of imprisoned Don and con-artist Victor Braganza .	ask_question
2750	What happens after the show?	[Event Ordering] He filled three stories of the building with his art in 36 hours under tight security, as only a few museum staff were aware of the shows' imminent arrival.	ask_question
3221	How many hours did she sleep?	[Event Duration] Afterwards she felt a lot better and went to sleep.	ask_question
10265	How long does it take him to build a fire?	[Event Duration] Not that he devised flint and steel, matches, or any other way of creating fire.	ask_question
1270	When did Perak become prime minister?	[Typical Time] But the key figure in the sultanate was Tun Perak, bendahara (prime minister) and military commander.	ask_question
5904	What did the scientist do after the expedition?	[Event Ordering] The story then moves forward to 1920 and shows the expedition led by scientist Sir Basil Walden and business man Stanley Preston finding the tomb .	ask_question
12337	Was the fortress built before the aftermath of Massaga and Ora?	[Stationarity] In the aftermath of Massaga and Ora, numerous Assakenians fled to the fortress of Aornos.	ask_question
7120	How often do they go on trips?	[Frequency] They then took a boat to Africa and Asia, where they went on a trip through the mountains.	ask_question
10613	How many times a week does the average scientist read his theory?	[Frequency] At the end of the two weeks he came downstairs with two sheets of paper bearing his theory.	ask_question
382	How often does it rain in the summer?	[Frequency] Most of us have seen steam rising off a wet road after a summer rainstorm.	ask_question
4418	When did Schrodinger become aware of pseudotensors?	[Typical Time] The use of non-covariant objects like pseudotensors was heavily criticized in 1917 by Erwin Schrodinger and others.	ask_question
8451	For how long did American 11 head south?	[Event Duration] The report of American 11 heading south was the first; Delta 1989 was the second.	ask_question
9054	How often did he join different political [parties?	[Frequency] Tocqueville was a classical liberal who advocated parliamentary government, but was skeptical of the extremes of democracy.	ask_question
1697	What happened next?	"[Event Ordering] He tried to halt the Dayaks' piracy and head-hunting while defending their more ""morally acceptable"" customs."	ask_question
9724	When did he first pursue financial interests in those countries?	[Typical Time] But he told us that he could not drum up much interest in or money for such a purpose from Washington, partly, he thought, because these countries had dictatorial governments.	ask_question
11196	How often will they make the journey?	[Frequency] Farragut convinces the ad men to make the motorcycle journey on the pretext of looking for a location to shoot a commercial .	ask_question
12178	What time of the day does he start work?	[Typical Time] Growing up on a farm near St. Paul, L. Mark Bailey didn't dream of becoming a judge.	ask_question
9733	How long did he try to get money from those countries?	[Event Duration] But he told us that he could not drum up much interest in or money for such a purpose from Washington, partly, he thought, because these countries had dictatorial governments.	ask_question
11713	How long was Brewer talking?	[Event Duration] The legal system marketplace just doesn't serve low-income people too well, except in fee-generat-ing type cases, Brewer said.	ask_question
11118	How often does he consider confronting people?	[Frequency] If he wanted to , he could confront him , but he lacks the audacity to do so .	ask_question
7681	How often does the factory make chips?	[Frequency] The factory is highly automated and designed to shift flexibly to produce many different kinds of chips to suit demand.	ask_question
7477	How long was the fight?	[Event Duration] During the fight , Hughes and Holly find out that the diamond on Yonggary's forehead is the device giving the aliens control of Yonggary .	ask_question
2584	How often do you eat a meal?	[Frequency] If you walked, you used chemical energy from the food you ate.	ask_question
1040	What happened before the night?	[Event Ordering] He continued long into the night, until the eldritch orb had sunk into the waiting hands of the willow, raised perpetually skyward.	ask_question
12600	How often does he look at Violet?	[Frequency] In this case he looks to his girlfriend , Violet .	ask_question
10837	When was the board formed?	[Typical Time] A. DeConcini Federal Courthouse, 405 W. Congress St. Deconcini was one of the organization's early board members.	ask_question
11038	What happens after she agrees to meet with the stranger?	[Event Ordering] Lucrezia is an honorable woman and does not at first agree to meet with the stranger .	ask_question
10353	How often do lunar eclipse happen?	[Frequency] Partial lunar eclipses occur at least twice a year, but total lunar eclipses are less common.	ask_question
6701	How often were measurements taken?	[Frequency] It was the seismograph that made it possible to learn why the Earth acted like a magnet.	ask_question
6306	What happens after the business is reassessed?	[Event Ordering] Casino operators had to reassess the nature of their business.	ask_question
3887	Do they still judge the merits of natural objects?	[Stationarity] Princes and princesses judged the merits of birds, insects, flowers, roots, or seashells.	ask_question
8870	How long did it take for the other states to pass such initiatives?	[Event Duration] California was first to require smog checks for clean air, pass anti-tobacco initiatives and bike helmets laws.	ask_question
1586	How long was the drive?	[Event Duration] In the end , they drive off , listening to the radio .	ask_question
10386	How often does Emiliano Malaquez make sculptures?	"[Frequency] Search ""Emiliano Malaquez"" and you'll find he's a master of the ""captured moment"" school of sculpture."	ask_question
12325	How long did it take the Assakenians to get to the fortress?	[Event Duration] In the aftermath of Massaga and Ora, numerous Assakenians fled to the fortress of Aornos.	ask_question
9442	Is Islam still the majority religion?	[Stationarity] Islam later emerged as the majority religion during the centuries of Ottoman rule, though a significant Christian minority remained.	ask_question
10619	What happened after he talked about his theory?	[Event Ordering] At the end of the two weeks he came downstairs with two sheets of paper bearing his theory.	ask_question
10499	How long did the trips last?	[Event Duration] One result was two NSC-led interagency trips to Persian Gulf states in 1999 and 2000.	ask_question
5230	How often do the events happen?	[Frequency] Logs indicate that it began at 9:25 and included the CIA; the FBI; the departments of State, Justice, and Defense; the FAA; and the White House shelter.	ask_question
2469	How long  was the drive?	[Event Duration] They packed up the car and drove to the library, ready for a fun morning.	ask_question
1641	What time was the aircraft shot down?	[Typical Time] Those in the shelter wondered if the aircraft had been shot down pursuant to this authorization.	ask_question
4308	How often do God and Satan struggle?	[Frequency] Third, no middle ground exists in what Qutb conceived as a struggle between God and Satan.	ask_question
1669	Were defendants found guilty still found guilty two years later?	[Stationarity] In 27 percent of the cases, the charges were dismissed or the defendant was found not guilty.	ask_question
11623	What did the animals do after they got at the plant's hidden nectar?	[Event Ordering] Only certain animals were able to get at the plants hidden nectar.	ask_question
691	How often is help offered?	[Frequency] Domestic violence survivors in Jackson, Vicksburg, Hattiesburg, Oxford and Pascagoula can all get help.	ask_question
1834	What happened when gambling was outlawed?	[Event Ordering] Additionally, Las Vegas had been made a part of Nevada's new Clark County in 1909, a year when the legislature also outlawed gambling.	ask_question
6567	At what time of the day is an engine burning gasoline?	[Typical Time] When our cars burn gasoline in their engines, it is converted into motion and heat.	ask_question
3942	How often are puppies adopted at the dog pound?	[Frequency] All the puppies at the dog pound need a loving home.	ask_question
3625	How often did she go to work in her previous post?	[Frequency] She held a similar post a few years ago in the school's Elder Law Clinic.	ask_question
8152	How long have you been playing the game	[Frequency] Every Saturday we would go to the park and play Toodles' favorite game.	ask_question
6207	How long did it take for Tumble to eat his oatmeal?	[Event Duration] Billy loved to watch as Tumble ate his bowl of oatmeal, because Billy took good care of Tumble, everyday.	ask_question
3882	What time would the friends most likely meet for lunch?	[Typical Time] The two become close friends but do not reveal the secrets .	ask_question
2906	What time did most education in these areas regularly start?	[Typical Time] With large population movements in the 1990s to urban areas, the provision of education has undergone transformation as well.	ask_question
11768	How often were the grants issued?	[Frequency] Grants of tax-free land over the years had been made to Buddhist temples and members of the court aristocracy.	ask_question
11562	Did Mzoudi still study after moving to Hamburg ?	[Stationarity] Mzoudi studied in Dortmund, Bochum, and Muenster before moving to Hamburg in 1995.	ask_question
12607	How often does he look at Violet?	[Frequency] In this case he looks to his girlfriend , Violet .	ask_question
12937	How often do they break up?	[Frequency] It is also a love story , between Ace and Tobio , a trans woman .	ask_question
5849	What can you do after the floodwater recedes?	[Event Ordering] A floodplain is an area where a thick layer of rich soil is left behind as the floodwater recedes.	ask_question
2418	What happened after the men were enrolled on the desperate enterprise?	[Event Ordering] In the region around Genoa, he enrolled a thousand men to go on what looked like a desperate enterprise.	ask_question
2088	How much time did Jerry spend at the pier?	[Event Duration] Jerry goes out to the pier and casts his favorite bait : cheese .	ask_question
9747	Is he still trying to drum up interest in those countries?	[Stationarity] But he told us that he could not drum up much interest in or money for such a purpose from Washington, partly, he thought, because these countries had dictatorial governments.	ask_question
7021	How often does Khallad get arrested?	[Frequency] Khallad helped in Yemen until he was arrested in a case of mistaken identity and freed with  Bin Laden's help, as we also mentioned earlier.	ask_question
12867	Are the operatives still alive?	[Stationarity] The two suicide operatives chosen were Hassan al Khamri and Ibrahim al Thawar, also known as Nibras.	ask_question
9790	What time of the day was the proposal made?	[Typical Time] In 1930, the poet Muhammad Iqbal proposed a separate Muslim homeland in the northwest of India.	ask_question
9261	What will happen once peace arrives	[Event Ordering] The new novel takes place in a morally gray and often violent world.	ask_question
10629	How long did it take the mindwipe to take its creation?	[Event Duration] The mindwipe will take its creation from my future self --but time too often does that without aid.	ask_question
2138	How long did it take to train the rangers?	[Event Duration] These rangers were too well trained to appear openly curious about their captain's guest.	ask_question
12014	How often do people need to take breaths?	[Frequency] When you inhale, air enters the respiratory system through your nose and ends up in your lungs, where gas exchange with the blood takes place.	ask_question
7067	How long did the Shang Dynasty last?	[Event Duration] The Shang Dynasty gave rise to the concept of one Chinese nation under one government.	ask_question
5752	How often did she tell the story?	[Frequency] She began to tell the story of Majestic, the wild horse who could not be calmed.	ask_question
5272	How long will winter last?	[Event Duration] As winter approaches, some plants respond by their leaves changing color.	ask_question
6404	What time of day was the statement released?	[Typical Time] The Justice Department released a statement on the alert the same day.	ask_question
1743	How long do the appearances last?	[Event Duration] The leaders of the Department of Homeland Security now appear before 88 committees and subcommittees of Congress.	ask_question
4963	How long did the investigation span?	[Event Duration] Our investigation has uncovered no credible evidence that any person in the United States gave the hijackers substantial financial assistance.	ask_question
3194	How long did it take for Meridian National Corp. to sell the shares?	[Event Duration] Meridian National Corp. said it sold 750,000 shares of its common stock to the McAlpine family interests, for $1 million, or $1.35 a share.	ask_question
462	Are they still helping people?	"[Stationarity] The issues I've dealt with through the years have been on the side of helping people maintain the basics of life - home, healt h care, jobs and family."""	ask_question
11874	Was he always in law?	[Stationarity] After several years of private practice from 1982-90, he became the judge of Decatur County Court for a year.	ask_question
5551	How long did he live with Henry?	[Event Duration] He'd seen a dog before, every cat has, and he used to live with a black dog named Henry, but he'd never seen a brown one before.	ask_question
3910	How often did they judge the merits of objects?	[Frequency] Princes and princesses judged the merits of birds, insects, flowers, roots, or seashells.	ask_question
10027	How long did she take to decide on what to order?	[Event Duration] She ordered the tastiest kind of each vegetable and the prettiest kind of each flower.	ask_question
8771	How long do human operators monitor the systems?	[Event Duration] Human operators are there to monitor the systems, catch errors and fine-tune the production process for maximum efficiency.	ask_question
9913	What did Joe and his father do after riding in the field?	[Event Ordering] Joe did and after he got a bandage on his arm, he and his father rode in the field on the tractor.	ask_question
9977	How long did it take for Pushkin to commit to social reform?	[Event Duration] Pushkin gradually became committed to social reform and emerged as a spokesman for literary radicals.	ask_question
9401	What time of day were teaching services held?	[Typical Time] Christianity was introduced into Gaul in the first century a.d.	ask_question
3895	How long did it take them to judge the merits of a seashell?	[Event Duration] Princes and princesses judged the merits of birds, insects, flowers, roots, or seashells.	ask_question
9333	What month did he do this?	[Typical Time] In the fall of 1991, he asked a German family he had met in Cairo to help him continue his education in Germany.	ask_question
12121	How long do they play everyday?	[Event Duration] Other times, they play a game with Quack where they wave at Quack and laugh.	ask_question
5728	When did he get chained to the table?	[Typical Time] Convicted murderer Seth Baxter awakens chained to a table beneath a pendulum blade .	ask_question
10653	What time was the prince saved?	[Typical Time] He says that instead of everyone dying , they could keep at least one of their princes alive .	ask_question
2394	What time of day would a typical fossil dig begin?	[Typical Time] Fossils tell an obscure story of man's slow and sporadic development.	ask_question
7445	How long did it take to construct Lake Mead?	[Event Duration] Not only did it create jobs, but it also created Lake Mead, the massive reservoir that today provides water to all of southern Nevada.	ask_question
1369	What will the U.S. do after realizing their losses?	[Event Ordering] Even though electronic espionage may cost U.S. firms billions of dollars a year, most aren't yet taking precautions, the experts said.	ask_question
4620	How many times did the Spain and British fight over the territory?	[Frequency] Britain seized Gibraltar — in the name of the Hapsburg claimant — and retained it when the war was over.	ask_question
6639	How often do the organs convert food into energy?	[Frequency] These organs all work together to help you gain energy from the food you eat.	ask_question
1248	How long has been coal used for industrial needs?	[Typical Time] At current rates of use, coal will last about 300 years.	ask_question
6275	How long did the award ceremony last?	[Event Duration] The award was voted on and presented by the women's caucus of West Virginia University College of Law.	ask_question
13102	What happens after a big Normal poster is requested?	[Event Ordering] There are many haras (breeding stables) in the neighbourhood, and the big Norman posters are much in demand.	ask_question
7234	When did she clasp her hands?	[Typical Time] A thin, washed-out, pretty woman stood up, and clasped her hands in front of her.	ask_question
7788	How often did she change her stage name?	[Frequency] She later adopted the stage name Fontaine -- the name of her mother's second husband.	ask_question
725	When did Einstein befriend the authors?	[Typical Time] This aversion to war also led Einstein to befriend author Upton Sinclair and film star Charlie Chaplin, both noted for their pacifism.	ask_question
11004	How often are chief executives typically replaced?	[Frequency] He succeeds James A. Taylor, who stepped down as chairman, president and chief executive in March for health reasons.	ask_question
9121	Is the lightscreen still providing the information?	[Stationarity] The lightscreen provided had informed me when and where official meals were taking place, but I hadn't bothered to acknowledge the invitations.	ask_question
9123	What happened after Walker made that statement?	"[Event Ordering] For over five years, I've been in court practically every day on these abuse cases, Ms. Walker said, ""and I've never before had a victim threatened with contempt."""	ask_question
12569	How often can one apply for immediate legal assistance services ?	[Frequency] Often times women are in need of immediate legal assistance services for the protection of the mother and the child.	ask_question
3971	How often do you place pennies in vinegar?	[Frequency] For example, you can undo the tarnish on copper pennies by placing them in vinegar.	ask_question
9945	How long does it take to grant a subpoena?	[Event Duration] The resolution creating the new intelligence committee structure should grant subpoena authority to the committee or committees.	ask_question
2439	When did they get to the library?	[Typical Time] They packed up the car and drove to the library, ready for a fun morning.	ask_question
6711	How long will the Earth act like a magnet?	[Event Duration] It was the seismograph that made it possible to learn why the Earth acted like a magnet.	ask_question
10137	When did they clap her shoulder?	[Typical Time] I clapped her shoulder to show I was not laughing at her.	ask_question
8209	Are immigrants still arriving?	[Stationarity] Over the centuries, the living here has always been easy enough to attract a steady stream of immigrants.	ask_question
7616	What time would he leave home in the morning?	[Typical Time] Danny begins spending less and less time at home with his wife and children .	ask_question
10203	How long did it take to become standard?	[Event Duration] This approach has been echoed by Lev Landau and Evgeny Lifshitz, and others, and has become standard.	ask_question
9694	How long does this conversation between Lennon and his father take?	[Event Duration] Lennon accuses his father of leaving him again , and then leaves , after telling his father that he wo n't live with him anymore .	ask_question
1976	How often is the book published?	[Frequency] Upsetting many of his colleagues and contemporaries in France, the book brought about the final split with Sartre.	ask_question
12362	Are animals still being brought to places they aren't native to?	[Stationarity] Another way is when an animal or plant is brought to an area where it does not belong.	ask_question
10506	How long did the trips last?	[Event Duration] One result was two NSC-led interagency trips to Persian Gulf states in 1999 and 2000.	ask_question
2877	How long does the author take differentiating between dominance and colonization?	[Event Duration] In particular, the author differentiates between what he terms 'dominance' and a particular version of 'colonization'.	ask_question
11926	When did she graduate college?	[Typical Time] When I was in college, I thought I wanted to be a doctor, she said.	ask_question
9308	What time did he leave on the day he moved?	[Typical Time] He loved spending time with him when he was younger, but he had moved last year.	ask_question
5872	How often does Rowlf take selfies?	[Frequency] they were heard saying when the photo was taken -- while Rowlf is clearly a selfie king.	ask_question
8354	Was Einstein a Nobel Prize winner by the time he became a faculty member at the Institute for Advanced Study?	[Stationarity] Einstein's affiliation with the Institute for Advanced Study would last until his death in 1955.	ask_question
4248	Was the scout ship built before or after it re-emerged from the hole?	[Stationarity] The scout ship re-emerged from the hole - a brilliant speck emerging from a sphere of velvety blackness.	ask_question
7995	What happened before the thwarted Mongol invasion?	[Event Ordering] A thwarted Mongol invasion in 1274 weakened the Kamakura regime.	ask_question
3147	Is the threat still valid today?	[Stationarity] At NEADS, the report of the hijacking was relayed immediately to Battle Commander Colonel Robert Marr.	ask_question
217	For how long was she Tom's lover?	[Event Duration] She renews in Ranchipur an acquaintance with a former lover , Tom Ransome , now a dissolute alcoholic .	ask_question
5677	Will the Earth's crust be broken up into regions 100 years from now?	[Stationarity] This led to the discovery that the Earths crust was broken up into regions, or plates.	ask_question
6053	How long did in the interview last?	[Event Duration] Even if he did not respond to that part of the interview, he certainly knew about the case at that point.	ask_question
7034	What year was Khallad arrested?	[Typical Time] Khallad helped in Yemen until he was arrested in a case of mistaken identity and freed with  Bin Laden's help, as we also mentioned earlier.	ask_question
3013	How often does the FBI ask for wire tap permission?	[Frequency] Now, following Ressam's arrest, the FBI asked for an unprecedented number of special wiretaps.	ask_question
10795	What happened before he had big paws?	[Event Ordering] He also had very short legs, but really big paws.	ask_question
9840	How often are planes hijacked?	"[Frequency] At least some FAA officials in Boston Center and the New England Region knew that a hijacker on board American 11 had said ""we have some planes."""	ask_question
238	How long had the guerillas been supported by Castro?	[Event Duration] In Colombia, the drug-financed guerrillas trying to seize the country and destroy democracy include M-19, which Castro has clearly backed.	ask_question
854	How long did it take to earn a bachelor's degree?	[Event Duration] After earning bachelor's and master's degrees in education and a few years teaching, Kilgore enrolled at the UM law school.	ask_question
3165	When was the threat reported?	[Typical Time] At NEADS, the report of the hijacking was relayed immediately to Battle Commander Colonel Robert Marr.	ask_question
2026	What happened after Atta worked as an urban planner?	[Event Ordering] After graduating from Cairo University with a degree in architectural engineering in 1990, Atta worked as an urban planner in Cairo for a couple of years.	ask_question
10621	Has the theory always been know?	[Stationarity] At the end of the two weeks he came downstairs with two sheets of paper bearing his theory.	ask_question
969	Did they want children when they were younger?	[Stationarity] Lgurio informs Callimaco that Nicia and Lucrezia are anxious to have a child .	ask_question
9371	How often does it rise	[Frequency] On London's Stock Exchange, Reuters shares rose five pence to 913 pence ($14.43).	ask_question
10354	How often do lunar eclipse happen?	[Frequency] Partial lunar eclipses occur at least twice a year, but total lunar eclipses are less common.	ask_question
3167	When was the threat reported?	[Typical Time] At NEADS, the report of the hijacking was relayed immediately to Battle Commander Colonel Robert Marr.	ask_question
10287	What happened after she grew up?	[Event Ordering] Cathy Wallace did not always know what she wanted to be when she grew up.	ask_question
6400	How often does the Justice department release statements?	[Frequency] The Justice Department released a statement on the alert the same day.	ask_question
11545	What did Mzoudi do after moving to Hamburg ?	[Event Ordering] Mzoudi studied in Dortmund, Bochum, and Muenster before moving to Hamburg in 1995.	ask_question
2052	When were the fossils found?	[Typical Time] The fossils that are very distinct at certain times of Earths history are called index fossils.	ask_question
11386	How often were men lured?	[Frequency] It refers to a woman who is dangerously attractive, and lures men to their downfall with her sexual attractiveness.	ask_question
5909	How long did it take for the travelers to reach Portland?	[Event Duration] Among the travelers were Mohamed Atta and Abdul Aziz al Omari, who arrived at the airport in Portland, Maine.	ask_question
9643	Is Ratners's profit derived from the U.S. today?	[Stationarity] About 30% of Ratners's profit already is derived from the U.S.	ask_question
8906	When did the green ball approach the orange ball?	[Typical Time] Then the green ball told the orange ball that blue ball was stupid.	ask_question
10256	How often does he light fires?	[Frequency] Not that he devised flint and steel, matches, or any other way of creating fire.	ask_question
1328	What is likely to happen afterward?	[Event Ordering] After wiping your feet on the mat you reach out to touch the brass knocker on the door.	ask_question
12124	How often do they play a game with Quack ?	[Frequency] Other times, they play a game with Quack where they wave at Quack and laugh.	ask_question
